index,class,message
3246,0,Xx what about for iron golem spawner
3247,0,i am on bedrock soo it sucks
3248,0,recource world kinda sucks when items disappear every few seconds
3249,0,kinda is i suck at pvp xd
3250,0,sucks to suck buttercup fr
3251,0,/pw iceland is suck btw
3252,0,[[Crab Cooker] x 1] this sucks
3253,0,that sucks why cant i lock barrels
3254,1,suck it that i can type with my real fingers
3255,0,i forget pandora exist bro sucks how luanr is just gona skip working on pandora and is gon make a completely new end game
3256,0,u suck at pvp i destroyed u
3257,0,kobra he may be syaing that u suck at pvp
3258,1,negative whats wrong with gay its a sexuality bruh
3259,0,did i just do 2.5 hearts damn i suck
3260,0,i thought its sucks bc in bedrock its little
3261,0,Saltysmells you suck so much you have to double team to kill me wow
3262,0,bruh i suck now cause my mom put my earphones away and lost it
3263,0,Well tht sucks cause i am lacking the funds
3264,0,bro no one is kind on this server this suck ima leave
3265,0,can u guys help me with the game i dont know how to play and i suck
3266,0,ngl u suck at building...
3267,0,Ender pvp tag sucks m
3268,0,Asian_Quinzity you suck im trying to do my slayer quests
3269,0,sucks that quests dont remove the armor you crafted anymore
3270,0,"imma switch to java when im aloud to change my user again lol, this one sucks"
3271,0,[[EASTER MEGA SWORD] x 1] anyone wanna offer on this sword it sucks at killing mobs fr
3272,0,pls giblin i suck and am poor
3273,0,i cant do buildsing because i suck at building
3274,0,chicken nachos at subway suck
3275,0,people suck they stole my Diamonds when winning 4 of them was all
3276,0,not really i suck at building
3277,0,how to do that i am suck
3278,0,[[DRAGON SWORD] x 1] thsi sword sucks
3279,0,[[EASTER MEGA SWORD] x 1] ya this thing sucks Jr_Is_Washed just killed me
3280,0,the only reason I use Regen 5 is cuz I suck at pvp
3281,0,"u wanna 1v1 to see if i ""suck"""
3282,0,Cobra I'm saying you suck at pvp I'm saying y'all suck as a person
3283,0,salty sucks to suck og
3284,0,"moses bedrock sucks lol, java runs loads better"
3285,0,"many ppl say that, i suck at pvp but i am a great builder"
3286,0,however i would pay for someone to build for me bc i suck
3287,0,even tho i suck at building but ill try
3288,0,peppers suck to grow man
3289,1,jad that sounded hella kinky ngl xd
3290,0,you all suck at micecraft
3291,0,guys i am selling a butt-load of claim blocks for coins! /whisper me if you want to buy!
3292,0,Yes but can i have help building i kinda suck
3293,0,"no hate but, sucks to b u"
3294,0,Bro i suck at pvp but pk
3295,0,cuz nvidia GPU sucks on Linux
3296,0,asian_quinzity you suck at baskball
3297,0,i suck ar pvp bc i dont have p2w armor
3298,0,well ITS A GIRL theme rod kinda sucks but slides to opp
3299,0,MY HOUSE sucks i got jealouse in this HOUSE!!
3300,0,Bridge plz dont kill me cause my laptop sucks i wont even be able to hit you lol
3301,0,OMG i cant hit anyone this laptop sucks
3302,0,i play pc but i just came back from airport so im in differnt country so i have a laptop thats 5 years old and sucks its MSI but its just so old
3303,0,omg bro im so angry this sucks
3304,0,dont u dare blame me my laptop sucks
3305,0,Controllers are stupid they suck butt
3306,0,my 1st bill legit just went poof
3307,0,i suck at building i just bought this place
3308,0,and i still suck at pvp
3309,0,Ngl i suck at building
3310,0,"I like hackers, because they suck"
3311,0,Juke sucks if you dint guve buree
3312,0,Juke sucks lowkey Alexia not suck highkey
3313,0,"i said to siri ""siri you suck"""
3314,0,Discord rank suck except for the talking in chat things
3315,1,_Thefartgod2283 u got any thorns boobs for me ?
3316,0,why do i aways lose is it because i suck
3317,0,go snatch tuvalu and build off it
3318,0,reddish pangako mong ibuild mo ito sa bahay mo ah
3319,0,im at warp pvp ans honestly the seating sucks cuase you cant even see the action
3320,0,well that sucks that crabmas broke AGAIN
3321,0,im very sorry josh i didnt mean to suck up people from yours
3322,1,px is just a pain in the butt
3323,0,mobile is a issue if your device sucks
3324,0,Bro my armor sucks cant last 1 fight
3325,0,awh yk what sucks lol
3326,0,he sucks at tricking lol
3327,0,OFC its my friedns grave and i have a last word foryou YOU SUCK ok
3328,0,[[WARRIOR HELMET] x 1] who wants free this sucks
3329,1,why you like boys in a sexual way tho?
3330,0,puff im on ur team ya dingleberry
3331,0,but there is no hardcore on bedrock
3332,0,Usually i suck on these types
3333,0,it just sucks so bad here
3334,0,i am back because i suck
3335,0,even though im japanese i suck at writing
3336,1,damn i suck rn :skull:
3337,0,"Yeah, i recently switched from bedrock and now i suck at pvp"
3338,0,he meant that u suck
3339,0,i mean i suck at aiming but
3340,0,ima start a hardcore world
3341,0,will someone let me kill the in pvp arena i suck :(
3342,0,"will someone let me kill them please, i suck at pvp :("
3343,0,"yea, problem is, i suck at basketball"
3344,0,Well my standards for rich are quite low becausemy country sucks
3345,0,"I said ""Well my standards for rich are quite low becausemy country sucks"""
3346,0,"Dragon crate sucks, otherwise, i'd consider"
3347,0,Gotta use pvp sword now kinda sucks tbh
3348,0,"got all the glass done, am doing the glowstone and it suck"
3349,1,u idiot _K1ngDark354 u suck?
3350,0,plastic - that sucks - i don't know why people steal - you just get banned
3351,0,menstrual cramps kicking my butt rn
3352,0,other stuff on roblox sucks
3353,0,Vc0 I was saying that sucks to plastic that he got disconnected lol
3354,1,Yo does anyone know is making nsfw pics allowed?
3355,0,i couldnt afford smasherss right butt cheek
3356,0,pvp on a phone sucks
3357,0,"can someone teach me pvp, i suck"
3358,0,found some hardcore x ray mining paths XD
3359,0,ig ill always suck at pvp
3360,0,yo whats up guys im a tranny egirl
3361,0,it's nsfw to say the least :]
3362,0,dragon set sucks and so does sword
3363,0,u literally have 11b does it suck when u spend
3364,0,"anyone wanna teach me pvp, i suck :("
3365,0,DPM i wanted it because i was making an island and covering it in snow and doing it by hand sucks lol
3366,0,siz got butt hurt over being found in the hide n seek match
3367,0,it sucks to not fly lol
3368,0,No way yall suck so bad yoy gotta 5v1 me
3369,0,i suck at redstone unless its dia farm
3370,0,i cant crystal i suck
3371,0,shadow sucks to be you now lol
3372,0,shadow it doesnt help i suck
3373,1,Lol you kids suck gotra 2v1
3374,0,Id rather bens tbh pvp xbox sucks
3375,0,pandora sucks but if u wanna do dungeons go for it
3376,0,if i suck why u run from me lil bro
3377,1,You suck cuz you came in the 1v1
3378,0,You literally said they suck. So dont do that if youre suggesting :)
3379,0,soon imma suck for a bit bc imma be rocking xbox
3380,0,"I wont say where, But I live in the high desert and it SUCKS"
3381,1,So 2019 sucked monkey butt
3382,0,Brige and shadow suck 2v1
3383,0,"wow wings in item frames on bedrock really suck, java has it nice at least"
3384,0,"I miss my 30b, went poof in 3 days"
3385,0,"ya i took over the whole thing, onekiller is a scaredy cat and sucks at being a leader!"
3386,0,This is why this suck
3387,0,swear the droppers giveaways suck
3388,0,Dirty eagle i just dont like it cause i suck
3389,0,I need help with this build and I suck
3390,0,"Relating to building, I just suck. thats all lol"
3391,0,It was a joke Zen stop getting so butt hurt
3392,0,but i suck at tagalog srry
3393,1,"idk some new dude, he sucks tho"
3394,0,draon dagger sucks and gl ettin dagger o fate war owns like 90% OF ALL OF THEM
3395,0,well kid i am happy so yeah suck to u ur not annoying me
3396,0,i suck at building upside down
3397,0,Barbarically ive up ur ewtt8in ur butt haned to u by hunter
3398,0,i suck at making towns
3399,0,bro the rtp system sucks
3400,0,no infinite villager egg sucks (unless u wanna build a villager trading farm)
3401,0,waht if i tell penguin sucks
3402,0,[Guardian Spawner x 7] this absolutely sucks
3403,0,im learning new playstyle so i extra suck rn
3404,0,people just suck they dont know they can use axe
3405,0,if it was a fishing rod one or a sword one i would accept but tool ones suck
3406,0,if my vacuum sucks is it good or bad
3407,0,pxsfer you suck at pvp
3408,0,then how you going to help it sucks not being able to talk to each other and get stuff done
3409,0,"my dyslexic butt read that as ""bacon"""
3410,0,yk what the bible sucks :c
3411,0,just cuz I suck at pvp?
3412,0,no? you dont suck at pvp
3413,0,hotel internet sucks just wait till i get back
3414,0,hate mini keyboards this one sucks
3415,0,simple explination : Roblox sucks
3416,0,bored sucks at pvp i beat him with no helmet
3417,0,bro sucks with hacks lol
3418,0,today sucks i pulled a muscle in my upper back so im in alot of pain rn
3419,0,it really sucks at first but its worth the effort imo
3420,1,this ass***e alwals targets me
3421,0,[Forcefield I x 1] who wants for free this absolutely sucks :cries:
3422,0,ngl skylar sucks :kekw: :kekw: :kekw: :cool2: :cool2:
3423,0,u got a sword i can have mine sucks
3424,0,well be playing dragon sucks says
3425,0,i suck at making bases
3426,0,sucks that someone as bad as serp is using it tho :/
3427,0,pyro farming still sucks tho
3428,0,No wonder it sucks for you
3429,1,grape he probably bought the boob sword and lost money cause he doesn't pvp
3430,0,what if i say sinmall sucks :kekw:
